Nom de l'offre touristique;Type de l'offre;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Nom de la commune;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Type de plateforme/url;Url pour accéder à la vidéo;Code Embed pour intégrer une video;Widget tripadvisor;Catégorie de la fête ou manifestation;Equipements;Animal accepté: oui / non;Complément information animal accepté;Label tourisme handicap;SPaccessibilite;Confort pour les hébergements collectifs;Labels;Classement dans un label;Présence l'offre sur les grands itinéraires vélo;Langues parlées à l'accueil;Services proposés sur place;Groupe accepté: oui / non;Nombre personnes max par dortoir;Nombre chambres;Nombre total d'hébergements / logements;Nombre lits;Nombre personnes;Ouverture 24h / 24h: oui / non;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Nom du contact/Tel contact/mail contact;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarif(s);Modes de paiement acceptés;CapaciteNbChambresFamiliales;CapaciteNbChambresMobReduite;CapaciteNbEmplacements;CapaciteNbEmplacementsCampingCar;CapaciteNbEmplacementsLocatifs;CapaciteNbEmplacementsNus;CapaciteNbEmplacementsResidentiels;CapaciteNbEmplacementsSaison;CapaciteNbSalleReunion;CapaciteSurface;SyndicObjectID;localisation;departement
Gîte de groupe de l'Abbaye de Champagne;Gîte d'étapes;L'Abbaye de Champagne;;;;72140;ROUEZ;;72256;48.1364704;-0.0711451;;;;;;http://www.abbayedechampagne.com/;Facebook||https://www.facebook.com/Abbaye-de-Champagne-%C3%A0-Rouez-101898147926782;;;;Non classé;;non;;;non;;Gîtes de France;2 épis;;;;;;5;;;16;;oui;||||toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Mr et Mme Luzu||02 43 20 15 74||contact@abbayedechampagne.com;;;Forfait location privative de l'hébergement||||||A partir de 1 200 € le weekend;;;;;;;;;;;;HCOLLPDL072V50BLR5;48.1364704, -0.0711451;Sarthe
Gîte Le Cormier;Gîte de groupe;Le Cormier;;;;72450;MONTFORT-LE-GESNOIS;;72241;48.0482299;0.419952;;;02 43 81 43 02;;;;;;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;HCOLLPDL072V50OXAN;48.0482299, 0.419952;Sarthe
Gîtes de la Charnie : La Poterie;Gîte de groupe;;;;La Poterie;72350;SAINT-DENIS-D'ORQUES;;72278;48.030462;-0.249268;;06 95 87 94 15;;;;http://www.gites-charnie.com/;;;;;Non classé;;;;;non;Cuisine professionnelle,Parking,Salle de réception;;;;Anglais,Français;Location de draps,Location de linge,Option nettoyage / ménage;oui;;15;;;80;oui;oui;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Forfait location privative de l'hébergement||1495,00||3495,00||;Chèques bancaires et postaux,Chèques Vacances;;;;;;;;;;;HCOLLPDL072V509RRN;48.030462, -0.249268;Sarthe
GÎTE DE GROUPE AU PARADIS DES QUATRE SAISONS;Gîte de groupe;;;100 La tournerie;;44810;HERIC;;44073;47.398815;-1.580528;;06 34 43 45 58;;;;https://www.auparadisdes4saisons.fr/;Google+||https://www.google.com/maps/@47.3991216,-1.579016,3a,75y,175.72h,87.45t/data=!3m7!1e1!3m5!1sAF1QipPRBP9L69u8Il--h87S6tPIeN7LQEMyZ4PhW069!2e10!3e12!7i6000!8i3000;;;;2 étoiles;Piscine couverte,WiFi;oui;;;non;Parking;;;;Français;Fourniture de draps (gratuit),Location/prêt de vélo,Option nettoyage / ménage;oui;;6;;12;15;;oui;;;;;Forfait location privative de l'hébergement||1000,00||1800,00||;Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces,Virement;;;;;;;;;;;HCOLLPDL044V50W8ED;47.398815, -1.580528;Loire-Atlantique
Festi-gîte l'Embarcadère;Gîte de groupe;;;2 Rue Nationale;Châteauneuf-sur-Sarthe;49330;LES HAUTS-D'ANJOU;;49080;47.67894;-0.48739;;06 58 26 12 34;;;;;Facebook||https://www.facebook.com/LeMoulinIdeal;;;;Non classé;WiFi;oui;La présence des animaux est à signalée dès la réservation. Animaux sous la responsabilité de leurs propriétaires en cas de dégradations. Ils ne sont pas admis dans les chambres.;;non;Cuisine professionnelle,Parking,Salle de réception;;;;Anglais,Français;Location de draps,Location de linge,Nettoyage / ménage (gratuit),Prestation de restauration;oui;4;25;1;67;74;;oui;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;L'Embarcadère||06 58 26 12 34||embarcadere@lemoulinideal.fr;oui;||https://www.lemoulinideal.fr/fr/les-gites-du-moulin-ideal/l-embarcadere-120-convives-90-couchages#liste_des_tarifs_33||||06 58 26 12 34||embarcadere@lemoulinideal.fr;Forfait location privative de l'hébergement||1590,00||3190,00||Fonctionne sous forme de période, location les weekends.;Cartes bancaires,Virement;;;;;;;;;;;HCOLLPDL049V50HLUW;47.67894, -0.48739;Maine-et-Loire
Gîte L'Endurance 24;Gîte de groupe,Maison familiale;;;325 routes des bondes;Les Ardriers;72220;TELOCHE;;72350;47.899855;0.285904;;06 30 61 26 04;;;;;Facebook||https://www.facebook.com/profile.php?id=61558936272317;;;;Non classé;WiFi;;;;non;Cuisine professionnelle,Parking,Plain pied,Salle de réception,Terrain clos;;;;Anglais,Espagnol,Français;;oui;15;4;1;10;50;;oui;;;oui;Airbnb||https://www.airbnb.fr/rooms/1044809855358167243?guests=1&adults=1&s=67&unique_share_id=4c3a32e1-2106-4219-99c2-ddba999cc078&source_impression_id=p3_1703077011_WNvN6BjUySFSsbEL||||06 34 26 90 54||lendurance24@outlook.com,Booking||https://www.booking.com/hotel/fr/endurance-24.fr.html?aid=356980&label=gog235jc-1FCAsoTUIMZW5kdXJhbmNlLTI0SA1YA2hNiAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALhkKDCBsACAdICJGY0NmFkNDRjLTgzZGYtNDAxYy04ZTRjLTY1NTJlZDY4NzgyZtgCBeACAQ&sid=1a26bd0c31786b65f7cc5c752aa03e48&age=0&all_sr_block||||06 34 26 90 54||lendurance24@outlook.com;||650,00||900,00||,Forfait semaine / pers||1500,00||1500,00||;Chèques bancaires et postaux,Virement;;;;;;;;;;;HCOLLPDL072V50W86R;47.899855, 0.285904;Sarthe
Gîte de groupe le Nid;Gîte de groupe;;;4 La Bouchaillère;Torfou;49660;SEVREMOINE;;49301;47.05519;-1.04371;;06 25 42 67 24;;;;https://le-nid-gitedegroupe.fr;;;;;;Borne de recharge pour véhicules électriques,WiFi;non;;;non;Parking,Terrain clos;;;;;Fourniture de draps (gratuit),Location de linge,Nettoyage / ménage (gratuit);oui;;6;1;9;15;;oui;;||06 25 42 67 24||gitelenid@gmail.com;;;Forfait location privative de l'hébergement||2500,00||3300,00||Tarif global,Forfait week-end / pers||1400,00||1400,00||Tarif global;Espèces,Virement;;;;;;;;;;;HCOLLPDL049V50I285;47.05519, -1.04371;Maine-et-Loire
GÎTE CHÂTEAU DE LA PINAIS;Gîte de groupe;;;6 La Pinais;;44520;MOISDON-LA-RIVIERE;;44099;47.619048;-1.336415;;06 18 26 86 60;;;;www.chateaudelapinais.fr;;;;;;WiFi;;;;non;Parking;;;;Anglais,Espagnol;;oui;;6;1;;14;;oui;;;;;Nuitée / hébergement||650,00||||;;;;;;;;;;;;HCOLLPDL044V519TY4;47.619048, -1.336415;Loire-Atlantique
Gite de groupe de Trèves – Gite d'étape et de séjour;Gîte de groupe,Gîte d'étapes;;;La Métairie;Chênehutte-Trèves-Cunault;49350;GENNES-VAL-DE-LOIRE;;49261;47.311556;-0.199558;;;02 41 67 92 43;;;;;;;;1 étoile;Local vélo;non;;;non;Cuisine professionnelle,Parking;;;;Français;;oui;14;4;;18;15;oui;oui;01/01/2025||31/12/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Nuitée / hébergement||420,00||420,00||2 jours/1 nuit, valable le week-end.;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL049V50EUBM;47.311556, -0.199558;Maine-et-Loire
GITE LE BOUCHON ROUGE;Gîte de groupe;;;Les Basses Bouteilles;;44140;LE BIGNON;;44014;47.1204;-1.5102;;;06 71 29 06 46;;;http://www.bouchonrouge-gites.fr/fr/logement;;;;;3 étoiles;Garage,WiFi;non;;;non;Garage,Parking,Plain pied,Terrain clos;Gîtes de France;3 épis;;Français;Nettoyage / ménage (gratuit);oui;;4;1;8;10;oui;;;Monier ||06 71 29 06 46||isabelle.monier9@gmail.com;;;;;;;;;;;;;;;HCOLLPDL044V50WDWK;47.1204, -1.5102;Loire-Atlantique
CHEZ JULIE - GITE DE GROUPE;Gîte de groupe;;;Vallée Cajet;;72600;NEUFCHATEL-EN-SAOSNOIS;;72215;48.3789623;0.25393511;;;02 53 48 08 54;;;;;;;;Non classé;;;;;non;Cuisine professionnelle,Parking,Salle de réception;;;;Anglais,Français;Location de draps,Option nettoyage / ménage;oui;;9;;;35;;oui;;||02 53 48 08 54||;;;Forfait location privative de l'hébergement||||||Prix du samedi matin au dimanche midi : 1500€;Chèques bancaires et postaux;;;;;;;;;;;HCOLLPDL072V500L2G;48.3789623, 0.25393511;Sarthe
Gîte de la Méaltière;Gîte de groupe;Lieu-Dit, La Méaltière;;;;72160;TUFFE VAL DE LA CHERONNE;;72363;48.1127359;0.5189747;;;06 10 55 23 87;;;https://gitedelamealtiere.fr/;Facebook||https://www.facebook.com/La-M%C3%A9alti%C3%A8re-_-G%C3%AEtes-Salle-356201595416216;;;;Non classé;WiFi;non;;;non;Cuisine professionnelle,Parking,Salle de réception,Terrain clos;;;;Français;Location de draps,Location de linge,Option nettoyage / ménage;oui;0;10;3;14;24;;oui;;;;;;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL072V50PEAG;48.1127359, 0.5189747;Sarthe
Centre International de Séjour de Laval;Auberge de jeunesse,Centre d'accueil et/ou de vacances,Gîte d'étapes;;;109 avenue Pierre de Coubertin;;53000;LAVAL;;53130;48.0820734;-0.757391;Autoroute||Péage Laval Est, Autoroute A81||3,9,Gare SNCF||Gare SNCF de Laval||0,8,Gare routière||Gare routière de Laval||0,8,Halte fluviale||Halte Fluviale de Laval||1,7,||Place du 11 novembre ||2,4,Transport en commun||Arrêt de bus Le Basser||0,1;;02 43 67 91 00;;;https://www.cis-laval.com;Facebook||https://www.facebook.com/centreinternationaldesejourlaval/,Instagram||https://www.instagram.com/cislaval/?hl=fr,||https://www.linkedin.com/company/cis-laval/;;;;En cours de classement;Défibrillateur,Local vélo,WiFi;non;Seulement les chiens guides;Déficience auditive,Déficience mentale,Déficience moteur,Déficience visuelle;oui;Plain pied,Salle de réception,Terrain clos;Accueil Vélo,Clef Verte,Group'A Vélo,UNAT;;Vélo Francette - Halage Mayenne;Allemand,Anglais,Espagnol,Français,Langue des signes;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage / ménage (gratuit),Prestation de restauration;oui;4;40;40;119;124;;oui;01/09/2025||01/09/2027||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||||08:00||22:00||||;CYSIQUE Bénédicte||02 43 67 91 00||contact@cis-laval.com;oui;Booking||https://www.booking.com/hotel/fr/cref-auberge-de-jeunesse-laval.fr.html?aid=356980&label=gog235jc-1DCA0oTUIeY3JlZi1hdWJlcmdlLWRlLWpldW5lc3NlLWxhdmFsSA1YA2hNiAEBmAENuAEYyAEM2AED6AEB-AECiAIBqAIEuALZ5rW7BsACAdICJDgyNjQ1ZDEyLTM1MTMtNGFjYy1iMGRkLWJlYWQ3MTg3ODc1Y9gCBOACAQ&sid=1168457f1||https://www.booking.com/hotel/fr/cref-auberge-de-jeunesse-laval.fr.html?aid=925773,label=affnetkwankors-link-fr-index-1_pub-454369_site-0_pname-VoyageVoyage%20FR_clkid-v4363f3862m7x1jo89vdcwebl61sc-6pm7kn3lvz,sid=ea62a4ef70e74a024d54f2936f48aa2d,dest_id=-1439527,dest_type=city,di||02 43 67 91 00||contact@cis-laval.com;Nuitée / pers||15,00||37,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;;;;;;;;;;;HLOPDL0530938196;48.0820734, -0.757391;Mayenne
Domaine de Meslay;Gîte de groupe;;;;2 Lieu-dit Meslay;72610;FYE;;72139;48.3318988;0.0451307;Gare SNCF||Alençon||14,Autoroute||A28||16,Gare SNCF||Le Mans||44;06 13 01 83 22;02 43 34 44 60;;;https://domainedemeslay.fr/;Facebook||https://www.facebook.com/gitedemeslay,Instagram||https://www.instagram.com/gite.de.meslay/;"<script src=""https://www.mariages.net/js/wp-tours.js?symfnw-FR48-1-20230816-012_www_m_""></script><div id=""wp-widget-tours-248223-6466""><a href=""https://www.mariages.net/domaine-mariage/domaine-de-mesl";;;3 étoiles;Local vélo,WiFi;oui;sur demande;;non;Cuisine professionnelle,Parking,Salle de réception,Terrain clos;Gîtes de France;3 épis;Sarthe à Vélo,V44-De Loir en Loire;Français;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage / ménage (gratuit),Prestation de restauration;oui;7;13;2;52;52;non;oui;;MME BOUTELOUP||06 13 01 83 22||gitedemeslay@gmail.com;;;Nuitée / pers||35,00||70,00||Base 1 nuit en chambre double - possibilité de nuitée avec PDJ : 65€ / 2 personnes.,Forfait location privative de l'hébergement||3900,00||4700,00||Location de l'ensemble du domaine en gestion libre, prestation de ménage incluse, de linge de lit et de toilette. Possibilité de petits déjeuners et repas traiteur,Taxe de séjour / nuit / pers||0,77||0,80||,Nuitée / pers||74,00||84,00||74€ en demi-pension / 84€ en pension complète - pour les randonneurs, cyclistes ...;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;;;;;;;;;;;HCOLLPDL072V50028Z;48.3318988, 0.0451307;Sarthe
Château de la Turmelière;Centre d'accueil et/ou de vacances;;;La Turmelière;LIRÉ;49530;OREE D'ANJOU;;49069;47.3362218;-1.1845067;Gare SNCF||Ancenis||5,Route (nationale/départ.)||Nantes||40,Aéroport/aérodrome||Aéroport Nantes Atlantique||40;;02 40 09 15 16;;;http://www.turmeliere.org/;Facebook||https://fr-fr.facebook.com/pages/Ch%C3%A2teau-de-La-Turmeli%C3%A8re/561016330619142;https://www.youtube.com/watch?v=D0t0wgKAO8M,https://abs-drones.fr/asturmeliere/;;;;Défibrillateur,WiFi;non;;;non;Cuisine professionnelle,Parking,Salle de réception;Accueil Vélo,Écolabel Européen,FOL,Group'A Vélo,La Loire à vélo,UNAT;;EV6-La Loire à Vélo;Anglais;Location de draps,Location de linge,Location/prêt de vélo,Nettoyage / ménage (gratuit),Prestation de restauration;oui;5;43;;74;130;;oui;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;ASSOCIATION LA TURMELIERE||02 40 09 15 16||contact-chateau@turmeliere.org;;;Nuitée / hébergement||76,00||76,00||71€ la chambre/nuit (comprend la nuitée + le petit déjeuner),draps fournis,Forfait location privative de l'hébergement||1054,00||1708,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;;;;;;;;;;;HCOLLPDL049V500MSU;47.3362218, -1.1845067;Maine-et-Loire
Gîte de groupe Tilleuls;Gîte de groupe;;Château de la Turmelière;La Turmelière;LIRE;49530;OREE D'ANJOU;;49069;47.3362218;-1.1845067;Gare SNCF||Ancenis||5,Route (nationale/départ.)||Nantes||40,Aéroport/aérodrome||Nantes Atlantique||40;;02 40 09 15 16;;;https://www.turmeliere.org/;Facebook||https://www.facebook.com/ChateaudelaTurmeliere/;;;;;Local vélo,WiFi;non;;;non;Parking,Plain pied,Salle de réception;Accueil Vélo,Écolabel Européen,Group'A Vélo,La Loire à vélo;;;Anglais,Français;Location de draps,Location de linge,Prestation de restauration;oui;3;8;2;18;19;non;oui;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Château de la Turmelière||02 40 09 15 16||contact-chateau@turmeliere.org;;;Nuitée / pers||50,00||66,00||42€ pour 2 personnes et 55€ pour 3 personnes,Forfait location privative de l'hébergement||656,00||1306,00||Du 1er jour 16h au 2è jour 12h / Du 1er jour 9h au 2è jour 18h;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Virement;;;;;;;;;;;HCOLLPDL049V50E9PZ;47.3362218, -1.1845067;Maine-et-Loire
Gîte La Filature d'Angreviers;Gîte de groupe;;;Rive droite Angreviers;;44190;GORGES;;44064;47.115311;-1.31441;Gare SNCF||CLISSON||3,Autoroute||Péage Vendée Sud Loire A 83||21,Aéroport/aérodrome||Aéroport Nantes Atlantique ||29;06 58 26 12 34;;;;http://www.lemoulinideal.fr/;;;;;Non classé;WiFi;oui;;;non;Parking,Plain pied,Salle de réception;;;;Anglais,Français;Location de draps,Location de linge,Nettoyage / ménage (gratuit),Prestation de restauration;oui;27;12;;57;83;non;oui;;;;;Forfait week-end / pers||2190,00||3590,00||;Cartes bancaires,Chèques bancaires et postaux,Virement;;;;;;;;;;;HCOLLPDL044V5004L4;47.115311, -1.31441;Loire-Atlantique
GITE DE GROUPE - LE RELAIS DE SAULGES;Gîte de groupe,Gîte d'étapes;;;;Domaine de la Babinière;53270;THORIGNE-EN-CHARNIE;;53264;47.989979;-0.389392;Gare SNCF||Evron||23,Gare SNCF||Sablé-sur-Sarthe||21,2;06 88 91 88 30;02 43 02 84 52;;;http://www.relaisdesaulges.com;Facebook||https://www.facebook.com/lerelaisdesaulges?fref=ts;;;;Non classé;Défibrillateur,WiFi;non;;;non;Cuisine professionnelle,Parking,Salle de réception;Gîtes de France;3 épis;;Anglais,Français;Location de draps,Location de linge,Option nettoyage / ménage;oui;6;10;1;31;34;;oui;;SODOIR||02 43 02 84 52||lerelaisdesaulges@yahoo.fr;;;Forfait location privative de l'hébergement||1600,00||2100,00||2 nuits, du vendredi au dimanche;Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLL873180736;47.989979, -0.389392;Mayenne
Villa Loire Harmony;Gîte de groupe,Gîte d'étapes,Maison familiale;;;128 Rue Lamoricière;;44150;ANCENIS-SAINT-GEREON;;44003;47.36916;-1.18051;Gare SNCF||Gare d'Ancenis||0,5;06 81 13 89 81;;;;https://www.villaloireharmony.com;;;;;;Borne de recharge pour véhicules électriques,Piscine,WiFi;non;;;non;Cuisine professionnelle,Parking,Terrain clos;;;;Anglais,Français;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo,Nettoyage / ménage (gratuit);oui;;8;1;11;15;;oui;;Maryline Biteau||06 81 13 89 81||contact@villaloireharmony.com;oui;||https://www.villaloireharmony.com||||||,||https://www.gites-de-france-loire-atlantique.com/fr/location/locations-gites-ancenis-saint-gereon-villa-loire-harmony-h44g030622||||||;;Cartes bancaires,Espèces,Virement;;;;;;;;;;;HCOLLPDL044V51GL8V;47.36916, -1.18051;Loire-Atlantique
LES PETITES COUDRIERES;Gîte de groupe,Gîte d'étapes;;;;;53600;MEZANGERS;;53153;48.2102602;-0.4208937;Gare SNCF||gare d'Evron||6;;02 43 90 62 80;;;https://www.poney-club-mayenne.com/stage-poney/;;;;;Non classé;WiFi;non;;;non;Cuisine professionnelle,Parking,Plain pied,Salle de réception,Terrain clos;Bienvenue à la ferme,Gîtes de France;1 épi;;Anglais,Français;;oui;10;5;1;30;30;;non;01/03/2025||30/09/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 43 90 62 80||stageponey@wanadoo.fr;;;Nuitée / hébergement||||||Sur demande;Cartes bancaires,Espèces,Virement;;;;;;;;;;;HCOLLPDL053V50A1L2;48.2102602, -0.4208937;Mayenne
DOMAINE DE LA GENESTRIE;Centre d'accueil et/ou de vacances;;;La Genestrie;;44130;LE GAVRE;;44062;47.526386;-1.747174;Gare SNCF||Gare de Nantes||42,Route (nationale/départ.)||RN 137||10,Route (nationale/départ.)||RN 171||7;06 76 42 60 44;02 40 51 22 70;;;;;;;;Non classé;;;;;non;Cuisine professionnelle,Parking,Salle de réception;;;;Français;;oui;10;15;1;70;70;;oui;;||06 76 42 60 44||;;;"Forfait location privative de l'hébergement||||||Domaine complet - le week-end (2 jours et 1 nuit) - 70 couchages,Forfait location privative de l'hébergement||||||Bâtiment principal ""Salons Gaston Jacquet"" - le week-end (2 jours et 1 nuit) - 70 couchages";Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL044V500CU0;47.526386, -1.747174;Loire-Atlantique
Gîte de groupe Les Blinières;Gîte de groupe,Gîte d'étapes;;;590 chemin Gasserie;Les Blinières;72250;PARIGNE-L'EVEQUE;;72231;47.9440501;0.3789221;Gare SNCF||le Mans||21,Autoroute||A28 Sortie 24 parigné l'évêque||4,Route (nationale/départ.)||||0,3,Gare routière||le Mans||21,Transport en commun||Parigné l'évêque||1,5,Aéroport/aérodrome||Le Mans||20;06 21 17 32 93;02 43 75 24 62;;;;;;;;;WiFi;oui;;;non;Parking;Rando Accueil;;;Français;;;;7;;;22;;;;;;;;Chèques Vacances;;;;;;;;;;;HCOLLPDL072V5029AJ;47.9440501, 0.3789221;Sarthe
L'AUBERGE DU POULPE;Auberge de jeunesse;;;9 Rue du 28 Février 1943;;44600;SAINT-NAZAIRE;;44184;47.27394;-2.20786;Gare SNCF||Ligne U2 - Arrêt Quatzhorloges||0,1,Gare SNCF||ligne Hélyce - Arrêt rue de la paix||0,5;07 68 74 05 07;;;;;;;;;Non classé;Local vélo,WiFi;non;;;non;Cuisine professionnelle;;;;Anglais,Français;Fourniture de draps (gratuit),Location de linge;oui;6;4;1;15;15;;oui;01/05/2025||31/12/2025||||Les réservations pour le week-end sont à faire avant le vendredi 12h||11:00||13:00||17:00||19:00||11:00||13:00||17:00||19:00||11:00||13:00||17:00||19:00||11:00||13:00||17:00||19:00||11:00||13:00||17:00||19:00||11:00||13:00||17:00||19:00||11:00||13:00||17:00||19:00;Parichon Claire||07 68 74 05 07||aubergedupoulpe@cemea-pdll.org;;;Nuitée / pers||22,00||||taxe de séjour (1,21 € / personne), Couette et housse de couette en supplément (2€),Taxe de séjour / nuit / pers||0,88||||;Cartes bancaires,Chèques Vacances,Espèces;;;;;;;;;;;HCOLLPDL044V51IF08;47.27394, -2.20786;Loire-Atlantique
Gîte de réception et de séjour La Petite Rangée;Gîte d'étapes;;;;La Petite Rangée;72220;SAINT-MARS-D'OUTILLE;;72299;47.853416;0.352746;Gare SNCF||||11;06 87 57 50 31;02 43 42 79 17;;;;Facebook||https://www.facebook.com/gitelapetiterangee/;;;;Non classé;WiFi;non;;;non;Cuisine professionnelle,Parking,Salle de réception;;En cours de classement;;;Location de draps,Option nettoyage / ménage;oui;8;6;3;24;20;oui;oui;||||toutes l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||0272881874||reservation@sarthe-developpement.com;;;;Chèques Vacances;;;;;;;;;;;HCOLLPDL072V500295;47.853416, 0.352746;Sarthe
Gîte de groupe - La Tannerie;Gîte d'étapes;;2006 route de Saussay;2006 route de Saussay;;72450;MONTFORT-LE-GESNOIS;;72241;48.0703421;0.3906116;Gare SNCF||||25;;02.43.76.61.18;;;www.gitetannerie.com;;;;;;Piscine couverte,WiFi;oui;;;non;Cuisine professionnelle,Parking,Salle de réception;;;;Français;Fourniture de draps (gratuit),Nettoyage / ménage (gratuit);oui;;17;;;37;oui;oui;||||toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Forfait location privative de l'hébergement||2200,00||4500,00||forfait week-end tout compris;Chèques bancaires et postaux,Virement;;;;;;;;;;;HCOLLPDL072V50028Y;48.0703421, 0.3906116;Sarthe
GÎTE ÉTAPE ET SÉJOUR - LE CHATEAU DU BOURG;Gîte de groupe,Gîte d'étapes;;;8 rue du Maine;;53500;SAINT-DENIS-DE-GASTINES;;53211;48.3415021;-0.8550239;Gare SNCF||||40;06 15 17 82 17;02 43 08 19 68;02 43 08 19 68;;http://www.gite-chateau-du-bourg.com;;;;;Non classé;Tennis;oui;;;non;Salle de réception;Gîtes de France;4 épis;;Anglais,Français;Location de draps,Location de linge,Option nettoyage / ménage;oui;;12;;25;25;;oui;;A G DU CHATEAU DU BOURG Christine MONNIER||02 43 08 19 68||gitechateaudubourg@wanadoo.fr;;;Nuitée / pers||25,00||25,00||,Forfait location privative de l'hébergement||550,00||723,00||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;;;;;;;;;;;HCOLL873180395;48.3415021, -0.8550239;Mayenne
GITES D'ETAPES - LES GRANDES LUERES;Gîte d'étapes;;;5 route des Luères;les Grandes Luères;72230;MONCE-EN-BELIN;;72200;47.909243;0.214297;Gare SNCF||||999;;02 43 42 03 37;;;http://perso.orange.fr/lueres;;;;;;WiFi;oui;;;non;;Gîtes de France;3 épis;;;Fourniture de draps (gratuit);;;7;;;46;;oui;||||toute l'année||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Chèques bancaires et postaux,Chèques Vacances,Virement;;;;;;;;;;;HCOLLPDL072V500285;47.909243, 0.214297;Sarthe
Gite de groupe La Boussinière;Gîte de groupe,Gîte d'étapes;;;60 route de la Boussinière;Gennes;49350;GENNES-VAL-DE-LOIRE;;49261;47.348423;-0.246614;Itinéraire de randonnée||||;;02 53 85 04 53;;;http://boussiniere.fr/;;;;;;Local vélo,WiFi;non;;;non;Cuisine professionnelle,Parking;;;;Espagnol,Français;Option nettoyage / ménage,Prestation de restauration;oui;63;2;;63;63;;oui;01/01/2025||31/12/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;"Nuitée / pers||18,00||21,00||Tarif/pers., en SEMAINE. Le week-end, location entière du gîte,Petit-déjeuner / pers||5,00||5,00||,Nuitée / hébergement||650,00||1200,00||Tarif ""semaine"" ou ""week-end"" pour la location exclusive du gîte,Taxe de séjour / nuit / pers||0,80||0,80||Par adulte, par nuit";Chèques bancaires et postaux,Espèces,Virement;;;;;;;;;;;HCOLLPDL049V50FLDE;47.348423, -0.246614;Maine-et-Loire
CENTRE D'HÉBERGEMENT DU GUÉ DE SELLE;Centre d'accueil et/ou de vacances;;Base de loisirs du Gué de Selle;364;;53600;MEZANGERS;;53153;48.189852;-0.433201;Route (nationale/départ.)||D7||0,Autoroute||Sortie Vaiges||25,Gare SNCF||Evron||6;;;;;;;;;;Non classé;Tennis,WiFi;non;;;non;Cuisine professionnelle,Parking,Plain pied,Terrain clos;;;;Anglais,Français;Location de draps,Location de linge,Option nettoyage / ménage,Prestation de restauration;oui;;14;1;56;56;;oui;;||06 67 63 08 68||leguedeselle@gmail.com;;;Forfait location privative de l'hébergement||1500,00||||Tarif privatisation le week-end,Nuitée / pers||40,00||90,00||Chambre 2 pers à chambre 5 pers.,Tarif par nuit pour une chambre,Petit-déjeuner / pers||3,80||||;Chèques bancaires et postaux,Chèques Vacances,Virement;;;;;;;;;;;HCOLL873180234;48.189852, -0.433201;Mayenne
